idAlumno,Cd_Procedencia,Edo_Procedencia,Pais_Procedencia
A76841,Saltillo,Coahuila,México
A94396,Saltillo,Coahuila,México
A21520,Saltillo,Coahuila,México
A48967,Saltillo,Coahuila,México
A34363,Nueva Rosita,Coahuila,México
A40145,Saltillo,Coahuila,México
A19873,Saltillo,Coahuila,México
A42467,Saltillo,Coahuila,México
A62693,Saltillo,Coahuila,México
A83809,Monterrey,Nuevo León,México
A72567,Saltillo,Coahuila,México
A40748,Saltillo,Coahuila,México
A92667,Saltillo,Coahuila,México
A77401,Saltillo,Coahuila,México
A24327,Saltillo,Coahuila,México
A53133,Saltillo,Coahuila,México
A51020,Saltillo,Coahuila,México
A16939,Saltillo,Coahuila,México
A66632,Acuña,Coahuila,México
A34800,Piedras Negras,Coahuila,México
A42551,Saltillo,Coahuila,México
A33022,Saltillo,Coahuila,México
A52820,Monterrey,Nuevo León,México
A53985,Saltillo,Coahuila,México
A86567,Saltillo,Coahuila,México
A89049,Saltillo,Coahuila,México
A17689,Saltillo,Coahuila,México
A86429,Saltillo,Coahuila,México
A32316,Tlalnepantla de Baz,Estado de México,México
A52563,Saltillo,Coahuila,México
A79594,Saltillo,Coahuila,México
A42511,Monclova,Coahuila,México
A89607,Monterrey,Nuevo León,México
A89367,Saltillo,Coahuila,México
A14727,Saltillo,Coahuila,México
A93770,Saltillo,Coahuila,México
A58341,Saltillo,Coahuila,México
A63002,Saltillo,Coahuila,México
A88550,Saltillo,Coahuila,México
A91713,Saltillo,Coahuila,México
A80026,Saltillo,Coahuila,México
A92144,Ciudad Sabinas,Coahuila,México
A77776,Monclova,Coahuila,México
A22148,Ciudad Sabinas,Coahuila,México
A56551,San Buenaventura,Coahuila,México
A21763,Ciudad Sabinas,Coahuila,México
A55581,Monterrey,Nuevo León,México
A54003,Saltillo,Coahuila,México
A57638,Saltillo,Coahuila,México
A37862,Saltillo,Coahuila,México
A41522,Saltillo,Coahuila,México
A17654,Ramos Arizpe,Coahuila,México
A87063,Saltillo,Coahuila,México
A19144,Ciudad Sabinas,Coahuila,México
A48993,Saltillo,Coahuila,México
A38831,Saltillo,Coahuila,México
A73229,Saltillo,Coahuila,México
A20935,Saltillo,Coahuila,México
A90250,Monterrey,Nuevo León,México
A65508,Saltillo,Coahuila,México
A93069,Saltillo,Coahuila,México
A40745,Saltillo,Coahuila,México
A84869,Saltillo,Coahuila,México
A16430,Saltillo,Coahuila,México
A31575,Melchor Muzquiz,Coahuila,México
A31877,Saltillo,Coahuila,México
A27796,Saltillo,Coahuila,México
A19784,Saltillo,Coahuila,México
A43410,Saltillo,Coahuila,México
A26638,Saltillo,Coahuila,México
A93453,Saltillo,Coahuila,México
A84931,Saltillo,Coahuila,México
A43917,Monclova,Coahuila,México
A25819,Saltillo,Coahuila,México
A64696,Saltillo,Coahuila,México
A93610,Saltillo,Coahuila,México
A69182,Saltillo,Coahuila,México
A73510,Saltillo,Coahuila,México
A17180,Saltillo,Coahuila,México
A22162,Saltillo,Coahuila,México
A54851,Saltillo,Coahuila,México
A20883,Saltillo,Coahuila,México
A50619,Parras,Coahuila,México
A48849,Saltillo,Coahuila,México
A81164,Monclova,Coahuila,México
A81415,Saltillo,Coahuila,México
A24944,Monterrey,Nuevo León,México
A69929,Piedras Negras,Coahuila,México
A76042,Piedras Negras,Coahuila,México
A77693,Piedras Negras,Coahuila,México
A16790,Piedras Negras,Coahuila,México
A28817,Nava,Coahuila,México
A39154,Saltillo,Coahuila,México
A91807,Saltillo,Coahuila,México
A89852,Saltillo,Coahuila,México
A77505,Saltillo,Coahuila,México
A77859,Saltillo,Coahuila,México
A31436,Saltillo,Coahuila,México
A55088,Guadalupe,Nuevo León,México
A50567,Piedras Negras,Coahuila,México
A37572,Saltillo,Coahuila,México
A60542,Saltillo,Coahuila,México
A64462,Saltillo,Coahuila,México
A71121,Saltillo,Coahuila,México
A92147,Saltillo,Coahuila,México
A35483,Saltillo,Coahuila,México
A85182,Saltillo,Coahuila,México
A54867,Saltillo,Coahuila,México
A63516,Saltillo,Coahuila,México
A87329,Saltillo,Coahuila,México
A66104,Saltillo,Coahuila,México
A67160,Monterrey,Nuevo León,México
A67665,Saltillo,Coahuila,México
A70441,Monterrey,Nuevo León,México
A85175,Saltillo,Coahuila,México
A75075,Saltillo,Coahuila,México
A27397,Saltillo,Coahuila,México
A50870,Saltillo,Coahuila,México
A40789,Saltillo,Coahuila,México
A75105,Saltillo,Coahuila,México
A18186,Saltillo,Coahuila,México
A30915,Saltillo,Coahuila,México
A19805,Saltillo,Coahuila,México
A53041,Saltillo,Coahuila,México
A38051,Saltillo,Coahuila,México
A38517,Saltillo,Coahuila,México
A17603,Saltillo,Coahuila,México
A38256,Saltillo,Coahuila,México
A90003,Saltillo,Coahuila,México
A24348,Saltillo,Coahuila,México
A22555,Saltillo,Coahuila,México
A57771,Saltillo,Coahuila,México
A37671,Saltillo,Coahuila,México
A26808,Saltillo,Coahuila,México
A87572,Saltillo,Coahuila,México
A22515,Saltillo,Coahuila,México
A24276,Saltillo,Coahuila,México
A22931,Saltillo,Coahuila,México
A24563,Saltillo,Coahuila,México
A93425,Saltillo,Coahuila,México
A18378,Saltillo,Coahuila,México
A55204,Monclova,Coahuila,México
A37492,Boca del Río,Veracruz,México
A89182,Monterrey,Nuevo León,México
A24458,Piedras Negras,Coahuila,México
A51086,Saltillo,Coahuila,México
A82053,Saltillo,Coahuila,México
A32852,Saltillo,Coahuila,México
A59324,Saltillo,Coahuila,México
A89195,Saltillo,Coahuila,México
A77588,Saltillo,Coahuila,México
A85395,Saltillo,Coahuila,México
A36880,Saltillo,Coahuila,México
A32812,Saltillo,Coahuila,México
A52414,Saltillo,Coahuila,México
A20499,Saltillo,Coahuila,México
A59077,Tlalpan,Distrito Federal,México
A56973,Monterrey,Nuevo León,México
A82013,Saltillo,Coahuila,México
A80931,Saltillo,Coahuila,México
A89833,Saltillo,Coahuila,México
A29699,Saltillo,Coahuila,México
A74879,Saltillo,Coahuila,México
A27775,Saltillo,Coahuila,México
A84665,Saltillo,Coahuila,México
A16054,Saltillo,Coahuila,México
A53987,Saltillo,Coahuila,México
A41715,Saltillo,Coahuila,México
A59122,Saltillo,Coahuila,México
A66454,Saltillo,Coahuila,México
A64768,Saltillo,Coahuila,México
A19312,Saltillo,Coahuila,México
A39321,Saltillo,Coahuila,México
A94501,Saltillo,Coahuila,México
A32086,Monclova,Coahuila,México
A27146,Saltillo,Coahuila,México
A17357,Saltillo,Coahuila,México
A34987,Saltillo,Coahuila,México
A67254,Saltillo,Coahuila,México
A71032,Saltillo,Coahuila,México
A92566,Monterrey,Nuevo León,México
A93828,Saltillo,Coahuila,México
A52177,Saltillo,Coahuila,México
A86157,Saltillo,Coahuila,México
A48554,San Pedro Garza García,Nuevo León,México
A48632,Saltillo,Coahuila,México
A81223,Nueva Rosita,Coahuila,México
A20034,Saltillo,Coahuila,México
A38397,Saltillo,Coahuila,México
A66879,Ciudad Sabinas,Coahuila,México
A83660,Saltillo,Coahuila,México
A89595,Saltillo,Coahuila,México
A36980,Saltillo,Coahuila,México
A58708,Saltillo,Coahuila,México
A86664,Monclova,Coahuila,México
A88509,Saltillo,Coahuila,México
A14109,Saltillo,Coahuila,México
A43096,Saltillo,Coahuila,México
A27537,Parras,Coahuila,México
A49946,Monclova,Coahuila,México
A70709,Saltillo,Coahuila,México
A90091,Saltillo,Coahuila,México
A44381,Matamoros de la Laguna,Coahuila,México
A81862,Saltillo,Coahuila,México
A79732,Saltillo,Coahuila,México
A84670,Saltillo,Coahuila,México
A72411,Nueva Rosita,Coahuila,México
A90586,Saltillo,Coahuila,México
A88104,Saltillo,Coahuila,México
A24685,Saltillo,Coahuila,México
A16692,Saltillo,Coahuila,México
A17562,Saltillo,Coahuila,México
A68178,Saltillo,Coahuila,México
A83815,Saltillo,Coahuila,México
A83870,Saltillo,Coahuila,México
A31850,Saltillo,Coahuila,México
A50452,Saltillo,Coahuila,México
A71970,Saltillo,Coahuila,México
A91277,Saltillo,Coahuila,México
A28382,Saltillo,Coahuila,México
A49068,Ciudad Sabinas,Coahuila,México
A43869,Saltillo,Coahuila,México
A22893,Saltillo,Coahuila,México
A89496,Saltillo,Coahuila,México
A78937,Saltillo,Coahuila,México
A36781,San Pedro Garza García,Nuevo León,México
A80135,Saltillo,Coahuila,México
A21887,Saltillo,Coahuila,México
A40569,Saltillo,Coahuila,México
A80861,Monclova,Coahuila,México
A79174,Saltillo,Coahuila,México
A44567,Saltillo,Coahuila,México
A84966,Saltillo,Coahuila,México
A87253,Saltillo,Coahuila,México
A16403,Monterrey,Nuevo León,México
A32061,Saltillo,Coahuila,México
A31264,Saltillo,Coahuila,México
A48363,Celaya,Guanajuato,México
A57636,Saltillo,Coahuila,México
A62270,Saltillo,Coahuila,México
A87331,Saltillo,Coahuila,México
A86829,Saltillo,Coahuila,México
A93184,Saltillo,Coahuila,México
A79617,Saltillo,Coahuila,México
A52990,Saltillo,Coahuila,México
A32196,Saltillo,Coahuila,México
A61610,Saltillo,Coahuila,México
A82894,Ramos Arizpe,Coahuila,México
A40602,Saltillo,Coahuila,México
A26844,Saltillo,Coahuila,México
A16074,Saltillo,Coahuila,México
A54348,Monterrey,Nuevo León,México
A80945,Saltillo,Coahuila,México
A57909,Saltillo,Coahuila,México
A26656,Saltillo,Coahuila,México
A38746,Saltillo,Coahuila,México
A40256,Saltillo,Coahuila,México
A89679,Ciudad Sabinas,Coahuila,México
A63949,Nueva Rosita,Coahuila,México
A40171,Ciudad Sabinas,Coahuila,México
A15452,Monclova,Coahuila,México
A26918,Monclova,Coahuila,México
A88303,Monclova,Coahuila,México
A42034,Monclova,Coahuila,México
A17537,Monclova,Coahuila,México
A88521,Saltillo,Coahuila,México
A86108,Saltillo,Coahuila,México
A91274,Arteaga,Coahuila,México
A38058,San Nicolás de los Garza,Nuevo León,México
A67337,Saltillo,Coahuila,México
A45133,Saltillo,Coahuila,México
A72853,Saltillo,Coahuila,México
A21599,Saltillo,Coahuila,México
A52637,Saltillo,Coahuila,México
A52588,Saltillo,Coahuila,México
A20518,Saltillo,Coahuila,México
A60295,Piedras Negras,Coahuila,México
A72813,Piedras Negras,Coahuila,México
A27387,Piedras Negras,Coahuila,México
A29326,Acuña,Coahuila,México
A56355,Acuña,Coahuila,México
A24136,Acuña,Coahuila,México
A35109,Saltillo,Coahuila,México
A70124,Saltillo,Coahuila,México
A19127,Saltillo,Coahuila,México
A26799,Saltillo,Coahuila,México
A90924,Saltillo,Coahuila,México
A36945,Saltillo,Coahuila,México
A35644,Saltillo,Coahuila,México
A81229,Saltillo,Coahuila,México
A70345,Saltillo,Coahuila,México
A74837,Saltillo,Coahuila,México
A85373,Saltillo,Coahuila,México
A58988,Saltillo,Coahuila,México
A82392,Saltillo,Coahuila,México
A68841,Saltillo,Coahuila,México
A70539,Saltillo,Coahuila,México
A90639,Saltillo,Coahuila,México
A40439,Saltillo,Coahuila,México
A45235,Pasadena,Texas,Estados Unidos de América
A18886,Saltillo,Coahuila,México
A67277,Saltillo,Coahuila,México
A37957,Saltillo,Coahuila,México
A90218,Saltillo,Coahuila,México
A82932,Saltillo,Coahuila,México
A67742,Saltillo,Coahuila,México
A92385,Saltillo,Coahuila,México
A79937,Saltillo,Coahuila,México
A81115,Saltillo,Coahuila,México
A14717,Saltillo,Coahuila,México
A54925,Monclova,Coahuila,México
A49316,Saltillo,Coahuila,México
A43897,Saltillo,Coahuila,México
A82749,Saltillo,Coahuila,México
A85507,Saltillo,Coahuila,México
A54232,Saltillo,Coahuila,México
A43920,Saltillo,Coahuila,México
A26258,Saltillo,Coahuila,México
A85297,Saltillo,Coahuila,México
A18833,Saltillo,Coahuila,México
A57790,Saltillo,Coahuila,México
A37690,Saltillo,Coahuila,México
A86632,Saltillo,Coahuila,México
A76338,Monclova,Coahuila,México
A16586,Saltillo,Coahuila,México
A52225,Saltillo,Coahuila,México
A55661,Monclova,Coahuila,México
A52829,Saltillo,Coahuila,México
A37351,Monterrey,Nuevo León,México
A17436,Monclova,Coahuila,México
A81892,Saltillo,Coahuila,México
A88914,Saltillo,Coahuila,México
A70694,Monterrey,Nuevo León,México
A90494,Saltillo,Coahuila,México
A40810,Saltillo,Coahuila,México
A24566,Saltillo,Coahuila,México
A24165,Saltillo,Coahuila,México
A88860,Saltillo,Coahuila,México
A54927,Saltillo,Coahuila,México
A28172,Saltillo,Coahuila,México
A61116,Monterrey,Nuevo León,México
A18878,Monterrey,Nuevo León,México
A68276,Saltillo,Coahuila,México
A73716,Saltillo,Coahuila,México
A22543,Saltillo,Coahuila,México
A62243,Saltillo,Coahuila,México
A69719,Saltillo,Coahuila,México
A39400,Saltillo,Coahuila,México
A74432,Piedras Negras,Coahuila,México
A43802,Monclova,Coahuila,México
A50569,Monclova,Coahuila,México
A86081,Monclova,Coahuila,México
A48985,Monclova,Coahuila,México
A60356,Saltillo,Coahuila,México
A20649,Mazatlán,Sinaloa,México
A36912,Monclova,Coahuila,México
A35827,Saltillo,Coahuila,México
A58659,Saltillo,Coahuila,México
A57419,Saltillo,Coahuila,México
A66688,San Pedro Garza García,Nuevo León,México
A19138,Saltillo,Coahuila,México
A35360,Saltillo,Coahuila,México
A35525,Reynosa,Tamaulipas,México
A71472,Saltillo,Coahuila,México
A56503,Saltillo,Coahuila,México
A48822,Saltillo,Coahuila,México
A86907,Saltillo,Coahuila,México
A66075,Saltillo,Coahuila,México
A70956,Saltillo,Coahuila,México
A80797,Arteaga,Coahuila,México
A76018,Acuña,Coahuila,México
A54514,Saltillo,Coahuila,México
A54953,Saltillo,Coahuila,México
A51741,Saltillo,Coahuila,México
A52134,Saltillo,Coahuila,México
A52214,Saltillo,Coahuila,México
A40986,Saltillo,Coahuila,México
A81542,Saltillo,Coahuila,México
A34004,Saltillo,Coahuila,México
A89638,Saltillo,Coahuila,México
A69659,Saltillo,Coahuila,México
A22827,Saltillo,Coahuila,México
A79037,Saltillo,Coahuila,México
A31909,Saltillo,Coahuila,México
A26092,Saltillo,Coahuila,México
A79317,Saltillo,Coahuila,México
A34563,Saltillo,Coahuila,México
A40899,Acuña,Coahuila,México
A91103,Saltillo,Coahuila,México
A62291,Arteaga,Coahuila,México
A38198,Saltillo,Coahuila,México
A22878,Saltillo,Coahuila,México
A86494,Acuña,Coahuila,México
A71389,Saltillo,Coahuila,México
A46234,Saltillo,Coahuila,México
A69263,Guadalupe,Nuevo León,México
A94993,Saltillo,Coahuila,México
A22957,Ramos Arizpe,Coahuila,México
A46609,Saltillo,Coahuila,México
A36909,Saltillo,Coahuila,México
A86707,Saltillo,Coahuila,México
A18885,Saltillo,Coahuila,México
A18386,Saltillo,Coahuila,México
A35229,Saltillo,Coahuila,México
A76216,Saltillo,Coahuila,México
A46263,Saltillo,Coahuila,México
A16807,Saltillo,Coahuila,México
A19858,Saltillo,Coahuila,México
A40983,Saltillo,Coahuila,México
A16497,Saltillo,Coahuila,México
A44467,Piedras Negras,Coahuila,México
A17867,Piedras Negras,Coahuila,México
A37627,Acuña,Coahuila,México
A57423,Piedras Negras,Coahuila,México
A57727,Piedras Negras,Coahuila,México
A84126,Piedras Negras,Coahuila,México
A74567,Piedras Negras,Coahuila,México
A94667,Saltillo,Coahuila,México
A21839,Saltillo,Coahuila,México
A41802,Saltillo,Coahuila,México
A34723,Saltillo,Coahuila,México
A68679,Saltillo,Coahuila,México
A66694,Saltillo,Coahuila,México
A35105,Saltillo,Coahuila,México
A17165,Saltillo,Coahuila,México
A52142,Saltillo,Coahuila,México
A55867,Saltillo,Coahuila,México
A80402,Saltillo,Coahuila,México
A80794,Saltillo,Coahuila,México
A93173,Saltillo,Coahuila,México
A75168,Saltillo,Coahuila,México
A94761,Saltillo,Coahuila,México
A31734,Saltillo,Coahuila,México
A27527,Saltillo,Coahuila,México
A88340,Saltillo,Coahuila,México
A71980,Saltillo,Coahuila,México
A87887,Saltillo,Coahuila,México
A91287,Saltillo,Coahuila,México
A29205,Saltillo,Coahuila,México
A25890,Saltillo,Coahuila,México
A70234,Saltillo,Coahuila,México
A43344,Toluca de Lerdo,Estado de México,México
A29577,Saltillo,Coahuila,México
A82426,Southfield,Michigan,Estados Unidos de América
A88858,Saltillo,Coahuila,México
A32315,Saltillo,Coahuila,México
A33309,Saltillo,Coahuila,México
A36289,Saltillo,Coahuila,México
A54414,Saltillo,Coahuila,México
A62128,Saltillo,Coahuila,México
A67947,Saltillo,Coahuila,México
A41941,Saltillo,Coahuila,México
A94358,Saltillo,Coahuila,México
A20989,Saltillo,Coahuila,México
A37749,Saltillo,Coahuila,México
A80598,Saltillo,Coahuila,México
A62284,Saltillo,Coahuila,México
A63121,Ciudad Sabinas,Coahuila,México
A17230,Nueva Rosita,Coahuila,México
A34721,Nueva Rosita,Coahuila,México
A85731,Monclova,Coahuila,México
A75183,Monclova,Coahuila,México
A53169,Monclova,Coahuila,México
A22644,Monclova,Coahuila,México
A88232,Monclova,Coahuila,México
A58396,Monclova,Coahuila,México
A87764,Monclova,Coahuila,México
A56279,Monclova,Coahuila,México
A59872,Celaya,Guanajuato,México
A68211,San Nicolás de los Garza,Nuevo León,México
A75402,Saltillo,Coahuila,México
A77993,Saltillo,Coahuila,México
A79186,Saltillo,Coahuila,México
A25272,Saltillo,Coahuila,México
A33477,San Pedro Garza García,Nuevo León,México
A33534,Saltillo,Coahuila,México
A61355,Saltillo,Coahuila,México
A63027,Saltillo,Coahuila,México
A40563,Saltillo,Coahuila,México
A14694,Saltillo,Coahuila,México
A79703,Saltillo,Coahuila,México
A71957,Saltillo,Coahuila,México
A92126,Saltillo,Coahuila,México
A32581,Puebla,Puebla,México
A25362,Parras,Coahuila,México
A82038,Saltillo,Coahuila,México
A72610,Fábrica La Aurora,Coahuila,México
A92332,Saltillo,Coahuila,México
A92410,Saltillo,Coahuila,México
A39574,Monclova,Coahuila,México
A43791,Nueva Rosita,Coahuila,México
A32672,Saltillo,Coahuila,México
A16561,Saltillo,Coahuila,México
A52772,Saltillo,Coahuila,México
A42600,Saltillo,Coahuila,México
A23180,Ramos Arizpe,Coahuila,México
A58275,Ciudad Sabinas,Coahuila,México
A56848,Saltillo,Coahuila,México
A24823,Tecamac de Felipe Villanueva,Estado de México,México
A64521,Monterrey,Nuevo León,México
A83220,Saltillo,Coahuila,México
A66859,Saltillo,Coahuila,México
A29742,Saltillo,Coahuila,México
A44817,Saltillo,Coahuila,México
A94317,Nueva Rosita,Coahuila,México
A25429,Saltillo,Coahuila,México
A38485,Nuevo Laredo,Tamaulipas,México
A68094,Saltillo,Coahuila,México
A70861,Saltillo,Coahuila,México
A16686,Saltillo,Coahuila,México
A53047,Saltillo,Coahuila,México
A26278,Saltillo,Coahuila,México
A88226,Saltillo,Coahuila,México
A38816,Nava,Coahuila,México
A72601,Saltillo,Coahuila,México
A92401,Saltillo,Coahuila,México
A53400,Saltillo,Coahuila,México
A25539,Saltillo,Coahuila,México
A48120,Saltillo,Coahuila,México
A64075,Saltillo,Coahuila,México
A36024,Saltillo,Coahuila,México
A22228,Saltillo,Coahuila,México
A57486,Saltillo,Coahuila,México
A44137,Saltillo,Coahuila,México
A69840,Saltillo,Coahuila,México
A16987,Saltillo,Coahuila,México
A20172,Saltillo,Coahuila,México
A50512,Saltillo,Coahuila,México
A69629,Minas de Barroteran,Coahuila,México
A28840,Saltillo,Coahuila,México
A23220,Saltillo,Coahuila,México
A94898,Saltillo,Coahuila,México
A42281,Saltillo,Coahuila,México
A19678,Saltillo,Coahuila,México
A51564,Monterrey,Nuevo León,México
A55753,Saltillo,Coahuila,México
A52860,Saltillo,Coahuila,México
A81266,Ciudad Sabinas,Coahuila,México
A82019,Monclova,Coahuila,México
A93242,Monclova,Coahuila,México
A79890,Monclova,Coahuila,México
A30329,Hermosillo,Sonora,México
A70066,Saltillo,Coahuila,México
A77672,Saltillo,Coahuila,México
